circRNA,RBP,query_gene
14_69387722_69445803|ACTN1,RBM6,ACTN1
14_69387722_69445803|ACTN1,RBM8A,ACTN1
14_69387722_69445803|ACTN1,SNRPA,ACTN1
14_69387722_69445803|ACTN1,SRSF2,ACTN1
14_69387722_69445803|ACTN1,YBX1,ACTN1
14_73569912_73570186|RBM25,CNOT4,RBM25
14_73569912_73570186|RBM25,ENOX1,RBM25
14_73569912_73570186|RBM25,FXR1,RBM25
14_73569912_73570186|RBM25,G3BP2,RBM25
14_73569912_73570186|RBM25,HNRNPA1,RBM25
14_73569912_73570186|RBM25,IGF2BP2,RBM25
14_73569912_73570186|RBM25,IGF2BP3,RBM25
14_73569912_73570186|RBM25,KHDRBS2,RBM25
14_73569912_73570186|RBM25,KHDRBS3,RBM25
14_73569912_73570186|RBM25,LIN28A,RBM25
14_73569912_73570186|RBM25,MSI1,RBM25
14_73569912_73570186|RBM25,PABPC1,RBM25
14_73569912_73570186|RBM25,PABPC3,RBM25
14_73569912_73570186|RBM25,PABPC4,RBM25
14_73569912_73570186|RBM25,PABPC5,RBM25
14_73569912_73570186|RBM25,PABPN1,RBM25
14_73569912_73570186|RBM25,RBM46,RBM25
14_73569912_73570186|RBM25,RBM5,RBM25
14_73569912_73570186|RBM25,SART3,RBM25
14_73569912_73570186|RBM25,SRSF1,RBM25
14_73569912_73570186|RBM25,SRSF10,RBM25
14_73569912_73570186|RBM25,SRSF2,RBM25
14_73569912_73570186|RBM25,SRSF7,RBM25
14_73569912_73570186|RBM25,SRSF9,RBM25
14_73569912_73570186|RBM25,TRA2A,RBM25
14_73569912_73570186|RBM25,TRA2B,RBM25
14_73569961_73570186|RBM25,CNOT4,RBM25
14_73569961_73570186|RBM25,ENOX1,RBM25
14_73569961_73570186|RBM25,HNRNPA1,RBM25
14_73569961_73570186|RBM25,HNRNPA2B1,RBM25
14_73569961_73570186|RBM25,HNRNPH2,RBM25
14_73569961_73570186|RBM25,KHDRBS3,RBM25
14_73569961_73570186|RBM25,LIN28A,RBM25
14_73569961_73570186|RBM25,MSI1,RBM25
14_73569961_73570186|RBM25,PABPN1,RBM25
14_73569961_73570186|RBM25,RBM24,RBM25
14_73569961_73570186|RBM25,RBM5,RBM25
14_73569961_73570186|RBM25,SRSF1,RBM25
14_73569961_73570186|RBM25,SRSF10,RBM25
14_73569961_73570186|RBM25,SRSF2,RBM25
14_73569961_73570186|RBM25,SRSF7,RBM25
14_73569961_73570186|RBM25,SRSF9,RBM25
14_73569961_73570186|RBM25,TRA2A,RBM25
14_73569961_73570186|RBM25,TRA2B,RBM25
14_73570024_73570186|RBM25,CNOT4,RBM25
14_73570024_73570186|RBM25,G3BP2,RBM25
14_73570024_73570186|RBM25,HNRNPH1,RBM25
14_73570024_73570186|RBM25,KHDRBS2,RBM25
14_73570024_73570186|RBM25,KHDRBS3,RBM25
14_73570024_73570186|RBM25,LIN28A,RBM25
14_73570024_73570186|RBM25,PABPC3,RBM25
14_73570024_73570186|RBM25,PABPC4,RBM25
14_73570024_73570186|RBM25,PABPC5,RBM25
14_73570024_73570186|RBM25,PABPN1,RBM25
14_73570024_73570186|RBM25,RBM5,RBM25
14_73570024_73570186|RBM25,SRSF1,RBM25
14_73570024_73570186|RBM25,SRSF10,RBM25
14_73570024_73570186|RBM25,SRSF2,RBM25
14_73570024_73570186|RBM25,SRSF7,RBM25
14_73570024_73570186|RBM25,SRSF9,RBM25
14_73570024_73570186|RBM25,TRA2B,RBM25
14_74182593_74182772|ELMSAN1,HNRNPK,ELMSAN1
14_74182593_74182772|ELMSAN1,MATR3,ELMSAN1
14_74182593_74182772|ELMSAN1,MBNL1,ELMSAN1
14_74182593_74182772|ELMSAN1,NOVA1,ELMSAN1
14_74182593_74182772|ELMSAN1,PCBP1,ELMSAN1
14_74182593_74182772|ELMSAN1,PCBP2,ELMSAN1
14_74182593_74182772|ELMSAN1,PTBP1,ELMSAN1
14_74182593_74182772|ELMSAN1,RBM6,ELMSAN1
14_74182593_74182772|ELMSAN1,SRSF2,ELMSAN1
14_74182593_74182772|ELMSAN1,SRSF3,ELMSAN1
14_74182593_74182772|ELMSAN1,SRSF5,ELMSAN1
14_74182593_74182772|ELMSAN1,YBX1,ELMSAN1
14_74182593_74182772|ELMSAN1,YBX2,ELMSAN1
14_74376043_74376133|ZNF410,MBNL1,ZNF410
14_74376043_74376133|ZNF410,PABPC3,ZNF410
14_74376043_74376133|ZNF410,PABPN1,ZNF410
14_74376043_74376133|ZNF410,RBM41,ZNF410
14_74376043_74376133|ZNF410,SRSF10,ZNF410
14_74376043_74376133|ZNF410,SRSF2,ZNF410
14_74376043_74376133|ZNF410,SRSF3,ZNF410
14_74376043_74376133|ZNF410,SRSF5,ZNF410
14_74376043_74376133|ZNF410,TARDBP,ZNF410
14_74376043_74376133|ZNF410,ZC3H14,ZNF410
14_74973400_74974013|LTBP2,BRUNOL4,LTBP2
14_74973400_74974013|LTBP2,BRUNOL5,LTBP2
14_74973400_74974013|LTBP2,BRUNOL6,LTBP2
14_74973400_74974013|LTBP2,ESRP2,LTBP2
14_74973400_74974013|LTBP2,FXR2,LTBP2
14_74973400_74974013|LTBP2,G3BP2,LTBP2
14_74973400_74974013|LTBP2,HNRNPF,LTBP2
14_74973400_74974013|LTBP2,HNRNPU,LTBP2
14_74973400_74974013|LTBP2,PTBP1,LTBP2
14_74973400_74974013|LTBP2,RBM24,LTBP2
14_74973400_74974013|LTBP2,RBM38,LTBP2
14_74973400_74974013|LTBP2,RBMS1,LTBP2
14_74973400_74974013|LTBP2,SRSF2,LTBP2
14_74973400_74974013|LTBP2,SRSF5,LTBP2
14_74973400_74974013|LTBP2,SRSF7,LTBP2
14_74973400_74974013|LTBP2,TARDBP,LTBP2
14_74973400_74974013|LTBP2,TRA2B,LTBP2
14_74974675_74974798|LTBP2,BRUNOL4,LTBP2
14_74974675_74974798|LTBP2,BRUNOL5,LTBP2
14_74974675_74974798|LTBP2,BRUNOL6,LTBP2
14_74974675_74974798|LTBP2,ESRP2,LTBP2
14_74974675_74974798|LTBP2,HNRNPF,LTBP2
14_74974675_74974798|LTBP2,HNRNPH1,LTBP2
14_74974675_74974798|LTBP2,RBM24,LTBP2
14_74974675_74974798|LTBP2,RBM28,LTBP2
14_74974675_74974798|LTBP2,RBM38,LTBP2
14_74974675_74974798|LTBP2,SRSF2,LTBP2
14_74974675_74974798|LTBP2,SRSF7,LTBP2
14_74974675_74974798|LTBP2,TARDBP,LTBP2
14_74974675_74974798|LTBP2,TRA2B,LTBP2
14_74975532_74975655|LTBP2,BRUNOL4,LTBP2
14_74975532_74975655|LTBP2,BRUNOL5,LTBP2
14_74975532_74975655|LTBP2,BRUNOL6,LTBP2
14_74975532_74975655|LTBP2,G3BP2,LTBP2
14_74975532_74975655|LTBP2,HNRNPF,LTBP2
14_74975532_74975655|LTBP2,HNRNPH1,LTBP2
14_74975532_74975655|LTBP2,RBFOX1,LTBP2
14_74975532_74975655|LTBP2,RBM24,LTBP2
14_74975532_74975655|LTBP2,RBM38,LTBP2
14_74975532_74975655|LTBP2,SRSF1,LTBP2
14_74975532_74975655|LTBP2,SRSF2,LTBP2
14_74975532_74975655|LTBP2,SRSF5,LTBP2
14_74975532_74975655|LTBP2,TARDBP,LTBP2
14_74975940_74976066|LTBP2,BRUNOL4,LTBP2
14_74975940_74976066|LTBP2,BRUNOL5,LTBP2
14_74975940_74976066|LTBP2,FXR1,LTBP2
14_74975940_74976066|LTBP2,MBNL1,LTBP2
14_74975940_74976066|LTBP2,PCBP1,LTBP2
14_74975940_74976066|LTBP2,PCBP2,LTBP2
14_74975940_74976066|LTBP2,RBM24,LTBP2
14_74975940_74976066|LTBP2,RBM38,LTBP2
14_74975940_74976066|LTBP2,SRSF1,LTBP2
14_74975940_74976066|LTBP2,SRSF2,LTBP2
14_74975940_74976066|LTBP2,SRSF3,LTBP2
14_74975940_74976066|LTBP2,SRSF5,LTBP2
14_74975940_74976066|LTBP2,TARDBP,LTBP2
14_74976793_74976916|LTBP2,BRUNOL4,LTBP2
14_74976793_74976916|LTBP2,BRUNOL5,LTBP2
14_74976793_74976916|LTBP2,FXR1,LTBP2
14_74976793_74976916|LTBP2,G3BP2,LTBP2
14_74976793_74976916|LTBP2,HNRNPF,LTBP2
14_74976793_74976916|LTBP2,HNRNPH1,LTBP2
14_74976793_74976916|LTBP2,RBM24,LTBP2
14_74976793_74976916|LTBP2,RBM38,LTBP2
14_74976793_74976916|LTBP2,RBM5,LTBP2
14_74976793_74976916|LTBP2,SRSF1,LTBP2
14_74976793_74976916|LTBP2,TARDBP,LTBP2
14_74976793_74976916|LTBP2,TRA2B,LTBP2
14_74976793_74978067|LTBP2,CUG-BP,LTBP2
14_74976793_74978067|LTBP2,FXR1,LTBP2
14_74976793_74978067|LTBP2,HNRNPH1,LTBP2
14_74976793_74978067|LTBP2,MBNL1,LTBP2
14_74976793_74978067|LTBP2,RBM46,LTBP2
14_74976793_74978067|LTBP2,SRSF2,LTBP2
14_74976793_74978067|LTBP2,SRSF3,LTBP2
14_75230694_75230874|YLPM1,HNRNPK,YLPM1
14_75230694_75230874|YLPM1,MATR3,YLPM1
14_75230694_75230874|YLPM1,MBNL1,YLPM1
14_75230694_75230874|YLPM1,PCBP1,YLPM1
14_75230694_75230874|YLPM1,PCBP2,YLPM1
14_75230694_75230874|YLPM1,PCBP3,YLPM1
14_75230694_75230874|YLPM1,PTBP1,YLPM1
14_75230694_75230874|YLPM1,SRSF2,YLPM1
14_75230694_75230874|YLPM1,SRSF3,YLPM1
14_75230694_75230874|YLPM1,SRSF5,YLPM1
14_75230694_75230874|YLPM1,SRSF7,YLPM1
14_75230778_75230886|YLPM1,HNRNPK,YLPM1
14_75230778_75230886|YLPM1,MATR3,YLPM1
14_75230778_75230886|YLPM1,MBNL1,YLPM1
14_75230778_75230886|YLPM1,PCBP1,YLPM1
14_75230778_75230886|YLPM1,PCBP2,YLPM1
14_75230778_75230886|YLPM1,PCBP3,YLPM1
14_75230778_75230886|YLPM1,PTBP1,YLPM1
14_75230778_75230886|YLPM1,SRSF2,YLPM1
14_75230778_75230886|YLPM1,SRSF3,YLPM1
14_75230778_75230886|YLPM1,SRSF5,YLPM1
14_75248285_75248433|YLPM1,CPEB2,YLPM1
14_75248285_75248433|YLPM1,CPEB4,YLPM1
14_75248285_75248433|YLPM1,FXR1,YLPM1
14_75248285_75248433|YLPM1,HNRNPC,YLPM1
14_75248285_75248433|YLPM1,HNRNPCL1,YLPM1
14_75248285_75248433|YLPM1,MBNL1,YLPM1
14_75248285_75248433|YLPM1,NOVA1,YLPM1
14_75248285_75248433|YLPM1,RALY,YLPM1
14_75248285_75248433|YLPM1,RBFOX1,YLPM1
14_75248285_75248433|YLPM1,SRSF2,YLPM1
14_75248285_75248433|YLPM1,SRSF3,YLPM1
14_75248285_75248433|YLPM1,TIA1,YLPM1
14_75248285_75248433|YLPM1,U2AF2,YLPM1
14_75248298_75248445|YLPM1,CPEB2,YLPM1
14_75248298_75248445|YLPM1,CPEB4,YLPM1
14_75248298_75248445|YLPM1,HNRNPC,YLPM1
14_75248298_75248445|YLPM1,HNRNPCL1,YLPM1
14_75248298_75248445|YLPM1,MBNL1,YLPM1
14_75248298_75248445|YLPM1,NOVA1,YLPM1
14_75248298_75248445|YLPM1,PCBP2,YLPM1
14_75248298_75248445|YLPM1,RALY,YLPM1
14_75248298_75248445|YLPM1,SRSF2,YLPM1
14_75248298_75248445|YLPM1,SRSF3,YLPM1
14_75248298_75248445|YLPM1,SRSF5,YLPM1
14_75248298_75248445|YLPM1,TIA1,YLPM1
14_75248298_75248445|YLPM1,U2AF2,YLPM1
14_75248298_75248445|YLPM1,ZNF638,YLPM1
14_75248433_75248595|YLPM1,HNRNPK,YLPM1
14_75248433_75248595|YLPM1,MBNL1,YLPM1
14_75248433_75248595|YLPM1,NOVA1,YLPM1
14_75248433_75248595|YLPM1,PCBP1,YLPM1
14_75248433_75248595|YLPM1,PCBP2,YLPM1
14_75248433_75248595|YLPM1,PTBP1,YLPM1
14_75248433_75248595|YLPM1,SRSF2,YLPM1
14_75248433_75248595|YLPM1,SRSF3,YLPM1
14_75248433_75248595|YLPM1,SRSF5,YLPM1
14_75248433_75248595|YLPM1,YBX1,YLPM1
14_75248433_75248595|YLPM1,YBX2,YLPM1
14_75248550_75248707|YLPM1,HNRNPK,YLPM1
14_75248550_75248707|YLPM1,MBNL1,YLPM1
14_75248550_75248707|YLPM1,NOVA1,YLPM1
14_75248550_75248707|YLPM1,PCBP1,YLPM1
14_75248550_75248707|YLPM1,PCBP2,YLPM1
14_75248550_75248707|YLPM1,PCBP3,YLPM1
14_75248550_75248707|YLPM1,PTBP1,YLPM1
14_75248550_75248707|YLPM1,SRSF3,YLPM1
14_75248550_75248707|YLPM1,SRSF5,YLPM1
14_75248550_75248707|YLPM1,YBX1,YLPM1
14_75248550_75248707|YLPM1,YBX2,YLPM1
14_75265886_75266024|YLPM1,BRUNOL4,YLPM1
14_75265886_75266024|YLPM1,BRUNOL5,YLPM1
14_75265886_75266024|YLPM1,CNOT4,YLPM1
14_75265886_75266024|YLPM1,G3BP2,YLPM1
14_75265886_75266024|YLPM1,HNRNPA2B1,YLPM1
14_75265886_75266024|YLPM1,HNRNPF,YLPM1
14_75265886_75266024|YLPM1,HNRNPK,YLPM1
14_75265886_75266024|YLPM1,KHDRBS1,YLPM1
14_75265886_75266024|YLPM1,MBNL1,YLPM1
14_75265886_75266024|YLPM1,MSI1,YLPM1
14_75265886_75266024|YLPM1,NOVA1,YLPM1
14_75265886_75266024|YLPM1,PCBP1,YLPM1
14_75265886_75266024|YLPM1,PCBP2,YLPM1
14_75265886_75266024|YLPM1,PCBP3,YLPM1
14_75265886_75266024|YLPM1,PTBP1,YLPM1
14_75265886_75266024|YLPM1,PUM2,YLPM1
14_75265886_75266024|YLPM1,RBM24,YLPM1
14_75265886_75266024|YLPM1,RBMS1,YLPM1
14_75265886_75266024|YLPM1,RBMS3,YLPM1
14_75265886_75266024|YLPM1,SRSF2,YLPM1
14_75265886_75266024|YLPM1,SRSF3,YLPM1
14_75265886_75266024|YLPM1,SRSF5,YLPM1
14_75265886_75266024|YLPM1,TARDBP,YLPM1
14_75265886_75266024|YLPM1,TRA2B,YLPM1
14_75276101_75276206|YLPM1,HNRNPK,YLPM1
14_75276101_75276206|YLPM1,NOVA1,YLPM1
14_75276101_75276206|YLPM1,PABPC3,YLPM1
14_75276101_75276206|YLPM1,PCBP1,YLPM1
14_75276101_75276206|YLPM1,PCBP2,YLPM1
14_75276101_75276206|YLPM1,SRSF2,YLPM1
14_75276101_75276206|YLPM1,SRSF3,YLPM1
14_75276101_75276206|YLPM1,SRSF5,YLPM1
14_75276101_75276206|YLPM1,SRSF7,YLPM1
14_75276101_75276206|YLPM1,YBX1,YLPM1
14_75276101_75276206|YLPM1,YBX2,YLPM1
14_75276101_75276227|YLPM1,HNRNPK,YLPM1
14_75276101_75276227|YLPM1,NOVA1,YLPM1
14_75276101_75276227|YLPM1,PABPC3,YLPM1
14_75276101_75276227|YLPM1,PCBP1,YLPM1
14_75276101_75276227|YLPM1,PCBP2,YLPM1
14_75276101_75276227|YLPM1,SRSF3,YLPM1
14_75276101_75276227|YLPM1,SRSF5,YLPM1
14_75276101_75276227|YLPM1,YBX1,YLPM1
14_75276101_75276227|YLPM1,YBX2,YLPM1
14_75369428_75369663|DLST,BRUNOL4,DLST
14_75369428_75369663|DLST,BRUNOL5,DLST
14_75369428_75369663|DLST,BRUNOL6,DLST
14_75369428_75369663|DLST,CUG-BP,DLST
14_75369428_75369663|DLST,ESRP2,DLST
14_75369428_75369663|DLST,G3BP2,DLST
14_75369428_75369663|DLST,HNRNPA2B1,DLST
14_75369428_75369663|DLST,HNRNPF,DLST
14_75369428_75369663|DLST,HNRNPH1,DLST
14_75369428_75369663|DLST,HNRNPH2,DLST
14_75369428_75369663|DLST,LIN28A,DLST
14_75369428_75369663|DLST,MBNL1,DLST
14_75369428_75369663|DLST,PTBP1,DLST
14_75369428_75369663|DLST,RBM24,DLST
14_75369428_75369663|DLST,RBM28,DLST
14_75369428_75369663|DLST,RBM38,DLST
14_75369428_75369663|DLST,RBM45,DLST
14_75369428_75369663|DLST,RBM5,DLST
14_75369428_75369663|DLST,SRSF1,DLST
14_75369428_75369663|DLST,SRSF10,DLST
14_75369428_75369663|DLST,SRSF2,DLST
14_75369428_75369663|DLST,SRSF3,DLST
14_75369428_75369663|DLST,SRSF5,DLST
14_75369428_75369663|DLST,SRSF7,DLST
14_75369428_75369663|DLST,SRSF9,DLST
14_75369428_75369663|DLST,TARDBP,DLST
14_75369663_75369929|DLST,DAZAP1,DLST
14_75369663_75369929|DLST,FXR2,DLST
14_75369663_75369929|DLST,HNRNPA1,DLST
14_75369663_75369929|DLST,HNRNPA1L2,DLST
14_75369663_75369929|DLST,HNRNPA2B1,DLST
14_75369663_75369929|DLST,HNRNPH1,DLST
14_75369663_75369929|DLST,HNRNPH2,DLST
14_75369663_75369929|DLST,HNRNPU,DLST
14_75369663_75369929|DLST,NOVA1,DLST
14_75369663_75369929|DLST,RBM5,DLST
14_75369663_75369929|DLST,SRSF1,DLST
14_75369663_75369929|DLST,SRSF3,DLST
14_75369663_75369929|DLST,SRSF7,DLST
14_75745638_75745812|FOS,FUS,FOS
14_75745638_75745812|FOS,MBNL1,FOS
14_75745638_75745812|FOS,PCBP1,FOS
14_75745638_75745812|FOS,PCBP2,FOS
14_75745638_75745812|FOS,PPRC1,FOS
14_75745638_75745812|FOS,PTBP1,FOS
14_75745638_75745812|FOS,SRSF3,FOS
14_75745638_75745812|FOS,SRSF5,FOS
14_75747530_75747671|FOS,CUG-BP,FOS
14_75747530_75747671|FOS,G3BP2,FOS
14_75747530_75747671|FOS,LIN28A,FOS
14_75747530_75747671|FOS,PABPC1,FOS
14_75747530_75747671|FOS,PABPC4,FOS
14_75747530_75747671|FOS,PABPC5,FOS
14_75747530_75747671|FOS,PABPN1,FOS
14_75747530_75747671|FOS,RBM5,FOS
14_75747530_75747671|FOS,SART3,FOS
14_75747530_75747671|FOS,SRSF1,FOS
14_75747530_75747671|FOS,SRSF10,FOS
14_75747530_75747671|FOS,SRSF2,FOS
14_75747530_75747671|FOS,SRSF5,FOS
14_75747530_75747671|FOS,SRSF7,FOS
14_75747530_75747671|FOS,SRSF9,FOS
14_75747530_75747671|FOS,TARDBP,FOS
14_75747530_75747671|FOS,TRA2A,FOS
14_75747530_75747671|FOS,TRA2B,FOS
14_75747588_75747704|FOS,LIN28A,FOS
14_75747588_75747704|FOS,MBNL1,FOS
14_75747588_75747704|FOS,PCBP1,FOS
14_75747588_75747704|FOS,PCBP2,FOS
14_75747588_75747704|FOS,RBFOX1,FOS
14_75747588_75747704|FOS,SRSF2,FOS
14_75747588_75747704|FOS,SRSF3,FOS
14_75747588_75747704|FOS,SRSF5,FOS
14_77492638_77492758|IRF2BPL,CUG-BP,IRF2BPL
14_77492638_77492758|IRF2BPL,HNRNPK,IRF2BPL
14_77492638_77492758|IRF2BPL,MBNL1,IRF2BPL
14_77492638_77492758|IRF2BPL,PABPC1,IRF2BPL
14_77492638_77492758|IRF2BPL,PABPC4,IRF2BPL
14_77492638_77492758|IRF2BPL,PABPN1,IRF2BPL
14_77492638_77492758|IRF2BPL,PCBP1,IRF2BPL
14_77492638_77492758|IRF2BPL,PCBP2,IRF2BPL
14_77492638_77492758|IRF2BPL,SART3,IRF2BPL
14_77492638_77492758|IRF2BPL,SRSF2,IRF2BPL
14_77492638_77492758|IRF2BPL,SRSF3,IRF2BPL
14_77492638_77492758|IRF2BPL,SRSF7,IRF2BPL
14_77492638_77492758|IRF2BPL,ZC3H10,IRF2BPL
14_77924550_77926049|AHSA1,BRUNOL6,AHSA1
14_77924550_77926049|AHSA1,FXR2,AHSA1
14_77924550_77926049|AHSA1,HNRNPA2B1,AHSA1
14_77924550_77926049|AHSA1,HNRNPF,AHSA1
14_77924550_77926049|AHSA1,HNRNPH1,AHSA1
14_77924550_77926049|AHSA1,HNRNPH2,AHSA1
14_77924550_77926049|AHSA1,LIN28A,AHSA1
14_77924550_77926049|AHSA1,PABPN1,AHSA1
14_77924550_77926049|AHSA1,RBM24,AHSA1
14_77924550_77926049|AHSA1,RBM28,AHSA1
14_77924550_77926049|AHSA1,RBM38,AHSA1
14_77924550_77926049|AHSA1,RBM5,AHSA1
14_77924550_77926049|AHSA1,SAMD4A,AHSA1
14_77924550_77926049|AHSA1,SNRNP70,AHSA1
14_77924550_77926049|AHSA1,SRSF1,AHSA1
14_77924550_77926049|AHSA1,SRSF2,AHSA1
14_77924550_77926049|AHSA1,SRSF9,AHSA1
14_77924550_77926049|AHSA1,TARDBP,AHSA1
14_77924550_77926049|AHSA1,TRA2B,AHSA1
14_77935564_77935723|AHSA1,CPEB2,AHSA1
14_77935564_77935723|AHSA1,CPEB4,AHSA1
14_77935564_77935723|AHSA1,HNRNPC,AHSA1
14_77935564_77935723|AHSA1,HNRNPCL1,AHSA1
14_77935564_77935723|AHSA1,HNRNPL,AHSA1
14_77935564_77935723|AHSA1,HuR,AHSA1
14_77935564_77935723|AHSA1,MBNL1,AHSA1
14_77935564_77935723|AHSA1,PCBP1,AHSA1
14_77935564_77935723|AHSA1,PCBP2,AHSA1
14_77935564_77935723|AHSA1,PPRC1,AHSA1
14_77935564_77935723|AHSA1,PTBP1,AHSA1
14_77935564_77935723|AHSA1,RALY,AHSA1
14_77935564_77935723|AHSA1,RBMS1,AHSA1
14_77935564_77935723|AHSA1,RBMS3,AHSA1
14_77935564_77935723|AHSA1,SNRPA,AHSA1
14_77935564_77935723|AHSA1,SRSF2,AHSA1
14_77935564_77935723|AHSA1,SRSF3,AHSA1
14_77935564_77935723|AHSA1,SRSF5,AHSA1
14_77935564_77935723|AHSA1,TIA1,AHSA1
14_77935564_77935723|AHSA1,ZC3H14,AHSA1
14_90870280_90870858|CALM1,ANKHD1,CALM1
14_90870280_90870858|CALM1,FMR1,CALM1
14_90870280_90870858|CALM1,FXR2,CALM1
14_90870280_90870858|CALM1,HNRPLL,CALM1
14_90870280_90870858|CALM1,LIN28A,CALM1
14_90870280_90870858|CALM1,PTBP1,CALM1
14_90870280_90870858|CALM1,RBM46,CALM1
14_90870280_90870858|CALM1,RBM5,CALM1
14_90870280_90870858|CALM1,SNRNP70,CALM1
14_90870280_90870858|CALM1,SRSF1,CALM1
14_90870280_90870858|CALM1,SRSF3,CALM1
14_90870280_90870858|CALM1,SRSF7,CALM1
14_90870280_90870858|CALM1,SRSF9,CALM1
14_92608531_92608671|CPSF2,A1CF,CPSF2
14_92608531_92608671|CPSF2,BRUNOL5,CPSF2
14_92608531_92608671|CPSF2,CUG-BP,CPSF2
14_92608531_92608671|CPSF2,HNRNPA2B1,CPSF2
14_92608531_92608671|CPSF2,PUM2,CPSF2
14_92608531_92608671|CPSF2,QKI,CPSF2
14_92608531_92608671|CPSF2,SFPQ,CPSF2
14_92608531_92608671|CPSF2,SRSF1,CPSF2
14_92608531_92608671|CPSF2,TARDBP,CPSF2
14_92608531_92608671|CPSF2,TRA2B,CPSF2
14_93542939_93581502|ITPK1,CUG-BP,ITPK1
14_93542939_93581502|ITPK1,G3BP2,ITPK1
14_93542939_93581502|ITPK1,HNRNPF,ITPK1
14_93542939_93581502|ITPK1,HNRNPH1,ITPK1
14_93542939_93581502|ITPK1,HNRNPH2,ITPK1
14_93542939_93581502|ITPK1,RBM28,ITPK1
14_93542939_93581502|ITPK1,RBM5,ITPK1
14_93542939_93581502|ITPK1,SRSF1,ITPK1
14_93542939_93581502|ITPK1,SRSF10,ITPK1
14_93542939_93581502|ITPK1,SRSF5,ITPK1
14_93542939_93581502|ITPK1,SRSF9,ITPK1
14_94847455_94849046|SERPINA1,CNOT4,SERPINA1
14_94847455_94849046|SERPINA1,PABPC4,SERPINA1
14_94847455_94849046|SERPINA1,PTBP1,SERPINA1
14_94847455_94849046|SERPINA1,RBM28,SERPINA1
14_94847455_94849046|SERPINA1,SNRNP70,SERPINA1
14_94847455_94849046|SERPINA1,SRSF10,SERPINA1
14_94847455_94849046|SERPINA1,SRSF3,SERPINA1
14_94847455_94849046|SERPINA1,SRSF7,SERPINA1
14_96001585_96001721|GLRX5,FMR1,GLRX5
14_96001585_96001721|GLRX5,HNRNPM,GLRX5
14_96001585_96001721|GLRX5,PTBP1,GLRX5
14_96001585_96001721|GLRX5,RBM45,GLRX5
14_96001585_96001721|GLRX5,SRSF1,GLRX5
14_96001585_96001721|GLRX5,SRSF2,GLRX5
14_96001585_96001721|GLRX5,SRSF3,GLRX5
14_96001585_96001721|GLRX5,SRSF5,GLRX5
14_96001585_96001721|GLRX5,SRSF7,GLRX5
14_96001585_96001721|GLRX5,TRA2B,GLRX5
14_96001585_96001721|GLRX5,YBX1,GLRX5
14_96001585_96001721|GLRX5,ZNF638,GLRX5
14_96557859_96558051|C14orf132,HNRNPK,C14orf132
14_96557859_96558051|C14orf132,HNRNPM,C14orf132
14_96557859_96558051|C14orf132,MBNL1,C14orf132
14_96557859_96558051|C14orf132,PCBP1,C14orf132
14_96557859_96558051|C14orf132,PCBP2,C14orf132
14_96557859_96558051|C14orf132,RBM38,C14orf132
14_96557859_96558051|C14orf132,RBM6,C14orf132
14_96557859_96558051|C14orf132,SRSF2,C14orf132
14_96557859_96558051|C14orf132,SRSF3,C14orf132
14_96557859_96558051|C14orf132,ZNF638,C14orf132
14_97014145_97014255|PAPOLA,IGF2BP2,PAPOLA
14_97014145_97014255|PAPOLA,IGF2BP3,PAPOLA
14_97014145_97014255|PAPOLA,KHDRBS1,PAPOLA
14_97014145_97014255|PAPOLA,KHDRBS2,PAPOLA
14_97014145_97014255|PAPOLA,KHDRBS3,PAPOLA
14_97014145_97014255|PAPOLA,MBNL1,PAPOLA
14_97014145_97014255|PAPOLA,PABPC1,PAPOLA
14_97014145_97014255|PAPOLA,PABPC3,PAPOLA
14_97014145_97014255|PAPOLA,PABPC4,PAPOLA
14_97014145_97014255|PAPOLA,PABPC5,PAPOLA
14_97014145_97014255|PAPOLA,PABPN1,PAPOLA
14_97014145_97014255|PAPOLA,RBMS1,PAPOLA
14_97014145_97014255|PAPOLA,SART3,PAPOLA
14_97014145_97014255|PAPOLA,SRSF1,PAPOLA
14_97014145_97014255|PAPOLA,SRSF10,PAPOLA
14_97014145_97014255|PAPOLA,SRSF3,PAPOLA
14_97014145_97014255|PAPOLA,TARDBP,PAPOLA
14_97014145_97014255|PAPOLA,TRA2A,PAPOLA
14_97014145_97014255|PAPOLA,TRA2B,PAPOLA
14_97299803_97299968|VRK1,CUG-BP,VRK1
14_97299803_97299968|VRK1,HNRNPF,VRK1
14_97299803_97299968|VRK1,MBNL1,VRK1
14_97299803_97299968|VRK1,PABPC3,VRK1
14_97299803_97299968|VRK1,PTBP1,VRK1
14_97299803_97299968|VRK1,PUM2,VRK1
14_97299803_97299968|VRK1,RBMS1,VRK1
14_97299803_97299968|VRK1,RBMS3,VRK1
14_97299803_97299968|VRK1,SRSF1,VRK1
14_99865225_99865438|SETD3,PABPC1,SETD3
14_99865225_99865438|SETD3,PABPC3,SETD3
14_99865225_99865438|SETD3,PABPC4,SETD3
14_99865225_99865438|SETD3,PTBP1,SETD3
14_99865225_99865438|SETD3,SART3,SETD3
14_99865225_99865438|SETD3,SRSF3,SETD3
14_99865225_99865438|SETD3,SRSF5,SETD3
15_101455342_101455484|ALDH1A3,BRUNOL4,ALDH1A3
15_101455342_101455484|ALDH1A3,BRUNOL5,ALDH1A3
15_101455342_101455484|ALDH1A3,BRUNOL6,ALDH1A3
15_101455342_101455484|ALDH1A3,ESRP2,ALDH1A3
